transcript	stat	collagen
Cluster-14455.1	0.082786566	0
Cluster-14493.1	1.440118607	0
Cluster-14519.1	0.79476152	0
Cluster-14523.0	0.159443845	0
Cluster-14546.1	0.011312999	0
Cluster-14593.3	-0.025557933	0
Cluster-14609.1	0.184603435	0
Cluster-14687.0	0.02915222	0
Cluster-14692.1	1.433668207	0
Cluster-14702.1	-0.006239101	0
Cluster-14778.0	0.33223897	0
Cluster-14817.0	0.355929197	0
Cluster-14996.1	0.006197842	0
Cluster-15020.0	0.626163566	0
Cluster-15117.0	0.009431494	0
Cluster-15176.0	0.480875835	0
Cluster-15186.1	0.332767327	0
Cluster-15270.2	NA	0
Cluster-15424.0	0.491387315	0
Cluster-15574.0	0.928724992	0
Cluster-15574.1	-0.00246576	0
Cluster-15574.2	0.305408642	0
Cluster-15578.0	2.294042737	0
Cluster-15681.0	-0.001695889	0
Cluster-15685.0	0.090155333	0
Cluster-15695.1	0.085231749	0
Cluster-15695.2	0.112927135	0
Cluster-15734.0	-0.002421838	0
Cluster-15759.0	0.001634991	0
Cluster-15853.0	0.000519363	0
Cluster-15929.1	0.297270408	0
Cluster-15980.1	0.894642896	0
Cluster-15984.1	0.63926428	0
Cluster-16001.0	0.076001212	0
Cluster-16040.1	1.357830767	0
Cluster-16046.1	0.016177077	0
Cluster-16051.1	0.191906593	0
Cluster-16082.2	4.173704009	0
Cluster-16082.4	0.001023206	0
Cluster-16089.0	0.05367667	0
Cluster-16129.0	0.043919622	0
Cluster-16150.2	2.744596891	0
Cluster-16162.1	0.139539646	0
Cluster-16195.0	0.017652461	0
Cluster-16253.1	0.656984414	0
Cluster-16257.1	-0.002742321	0
Cluster-16276.0	1.702226606	0
Cluster-16309.0	0.722641423	0
Cluster-16322.0	0.068097985	0
Cluster-16356.0	1.090174591	0
Cluster-16418.0	0.337273217	0
Cluster-16456.0	0.302125615	0
Cluster-16458.0	0.236797687	0
Cluster-16481.0	0.840341849	0
Cluster-16500.0	0.762369988	0
Cluster-16531.0	0.367773976	0
Cluster-16531.1	0.01302383	0
Cluster-16531.2	0.647941378	0
Cluster-16538.0	-0.009544197	0
Cluster-16547.0	0.220474412	0
Cluster-16577.0	0.430693267	0
Cluster-16597.1	0.606998857	0
Cluster-16696.0	0.014736827	0
Cluster-16700.1	0.130850214	0
Cluster-16797.1	0.006059173	0
Cluster-16892.2	0.055008926	0
Cluster-16906.0	-7.55E-05	0
Cluster-16968.0	0.054852437	0
Cluster-16981.3	0.464914381	0
Cluster-16981.4	5.260716477	0
Cluster-17022.0	0.016748934	0
Cluster-17088.1	0.032069904	0
Cluster-17149.0	-0.0008202	0
Cluster-17230.0	-0.00420281	0
Cluster-17258.0	0.41920613	0
Cluster-17271.0	0.142186938	0
Cluster-17397.0	-0.000109673	0
Cluster-17399.2	0.435701508	0
Cluster-17409.1	1.2175021	0
Cluster-17434.1	0.809918008	0
Cluster-17461.0	0.162886596	0
Cluster-17478.0	0.908770393	0
Cluster-17506.1	0.215668631	0
Cluster-17514.1	-0.002182275	0
Cluster-17577.0	0.312182038	0
Cluster-17595.0	0.084283198	0
Cluster-17622.0	0.968134271	0
Cluster-17660.0	0.298190132	0
Cluster-17664.0	0.018701543	0
Cluster-17675.0	0.300163842	0
Cluster-17700.0	0.45560982	0
Cluster-17872.0	1.047725645	0
Cluster-17908.1	0.02025277	0
Cluster-18154.0	0.761234099	0
Cluster-18218.0	0.024262703	0
Cluster-18296.0	0.034238441	0
Cluster-18303.0	1.421612871	0
Cluster-18374.3	1.65197935	0
Cluster-18384.0	0.92773454	0
Cluster-18402.0	0.001938367	0
Cluster-18471.0	2.373133498	0
Cluster-18471.1	3.77E-05	0
Cluster-18475.1	0.000557086	0
Cluster-18478.0	0.147740579	0
Cluster-18482.1	0.45821081	0
Cluster-18492.0	0.413058532	0
Cluster-18514.0	1.132345258	0
Cluster-18517.0	0.040112105	0
Cluster-18519.0	0.416013589	0
Cluster-18587.0	0.59175745	0
Cluster-18600.1	0.358610432	0
Cluster-18620.1	1.321500723	0
Cluster-18637.0	-0.014975798	0
Cluster-18661.0	0.037041758	0
Cluster-18723.0	0.664200478	0
Cluster-18735.0	2.490748691	0
Cluster-18778.0	0.009194515	0
Cluster-19023.0	0.000485116	0
Cluster-19082.0	0.12699117	0
Cluster-19154.0	0.315581239	0
Cluster-19199.0	0.037068274	0
Cluster-19215.2	0.269589756	0
Cluster-19246.0	-0.006150736	0
Cluster-19262.2	0.052617043	0
Cluster-19305.0	0.645921024	0
Cluster-19334.0	0.687860365	0
Cluster-19342.0	0.069056441	0
Cluster-19367.0	0.606917361	0
Cluster-19394.0	0.066270754	0
Cluster-19397.2	0.029171237	0
Cluster-19452.1	0.00610384	0
Cluster-19467.0	-0.001085465	0
Cluster-19505.0	2.294843514	0
Cluster-19521.0	0.124932747	0
Cluster-19558.1	0.562454823	0
Cluster-19580.0	0.009733842	0
Cluster-19599.1	0.567428209	0
Cluster-19622.0	0.100948964	0
Cluster-19625.0	0.952856396	0
Cluster-19639.0	0.042712497	0
Cluster-19677.0	0.216834816	0
Cluster-19711.0	1.558206617	0
Cluster-19765.1	0.566126491	0
Cluster-19779.1	0.437614053	0
Cluster-19907.1	0.692567729	0
Cluster-19915.0	0.08889985	0
Cluster-19932.0	0.192519606	0
Cluster-19960.0	0.094116733	0
Cluster-19980.0	0.256406157	0
Cluster-19998.0	1.579592243	0
Cluster-20010.0	0.331504888	0
Cluster-20016.0	0.004802742	0
Cluster-20018.7	0.021853561	0
Cluster-20018.8	0.271198326	0
Cluster-20033.0	0.024133301	0
Cluster-20036.0	0.595415612	0
Cluster-20042.1	1.354391119	0
Cluster-20065.0	0.469495055	0
Cluster-20102.0	0.178414403	0
Cluster-20117.0	0	0
Cluster-20141.0	1.934213741	0
Cluster-20162.0	0.526825576	0
Cluster-20178.0	0.250369462	0
Cluster-20179.0	0.255099256	0
Cluster-20218.0	0.494837067	0
Cluster-20251.1	0.203681447	0
Cluster-20252.0	0.036987887	0
Cluster-20284.0	-0.003946953	0
Cluster-20293.0	0.001036	0
Cluster-20323.0	1.134173025	0
Cluster-20325.0	0.015490292	0
Cluster-20331.0	0.180911521	0
Cluster-20348.0	0.02150945	0
Cluster-20474.2	0.030523165	0
Cluster-20492.4	0.491741483	0
Cluster-20503.0	1.69555744	0
Cluster-20504.2	0.068591712	0
Cluster-20522.0	0.477107057	0
Cluster-20530.0	0.676904243	0
Cluster-20542.1	-0.00829334	0
Cluster-20564.1	0.40151512	0
Cluster-20589.2	0.073444321	0
Cluster-20613.0	0.081565222	0
Cluster-20613.1	0.462070934	0
Cluster-20619.1	0.159140512	0
Cluster-20619.4	0.098500622	0
Cluster-20627.1	0.19615829	0
Cluster-20632.1	0.549693654	0
Cluster-20635.1	0.530483316	0
Cluster-20688.0	0.000338542	0
Cluster-20695.0	0.010858699	0
Cluster-20761.0	0.112696775	0
Cluster-20780.0	0.638918743	0
Cluster-20825.0	0.10563484	0
Cluster-20827.0	0.054643221	0
Cluster-20841.0	-0.216961181	0
Cluster-20882.0	0.008567946	0
Cluster-20895.0	-0.133439741	0
Cluster-20907.0	0.488468733	0
Cluster-20910.0	0.024540646	0
Cluster-20941.0	0.007202178	0
Cluster-20950.2	1.242027056	0
Cluster-20953.0	0.58928264	0
Cluster-20968.0	NA	0
Cluster-20971.0	0.142872252	0
Cluster-20971.1	-0.000787207	0
Cluster-20980.1	0.444895864	0
Cluster-21002.0	2.141307361	0
Cluster-21033.0	0.002232316	0
Cluster-21055.1	0.265148424	0
Cluster-21058.0	0.03893863	0
Cluster-21068.0	0.889689562	0
Cluster-21074.0	0.145125691	0
Cluster-21139.1	-0.001386764	0
Cluster-21139.3	-0.00050801	0
Cluster-21148.0	0.498990638	0
Cluster-21160.0	0.457422236	0
Cluster-21160.1	0.833200737	0
Cluster-21161.0	0.039495978	0
Cluster-21198.1	1.139756007	0
Cluster-21206.0	0.444560684	0
Cluster-21207.0	0.407003616	0
Cluster-21210.0	1.043877027	0
Cluster-21219.0	1.632028897	0
Cluster-21221.0	-0.005378889	0
Cluster-21250.0	-0.000479595	0
Cluster-21255.0	0.038503004	0
Cluster-21263.0	0.349134651	0
Cluster-21267.0	0.31966689	0
Cluster-21275.0	0.191538707	0
Cluster-21277.2	0.230602934	0
Cluster-21354.0	0.30545573	0
Cluster-21360.1	0.409123925	0
Cluster-21361.0	-5.81E-05	0
Cluster-21364.4	2.392693369	0
Cluster-21364.5	1.447554289	0
Cluster-21380.0	0.522477467	0
Cluster-21394.1	0.087257138	0
Cluster-21410.0	5.290003373	0
Cluster-21418.0	0.016873465	0
Cluster-21426.0	0.040537375	0
Cluster-21443.0	0.008812471	0
Cluster-21444.0	0.206254955	0
Cluster-21446.0	0.00351059	0
Cluster-21449.0	0.019243566	0
Cluster-21470.0	0.322203796	0
Cluster-21470.2	0.047259437	0
Cluster-21477.0	0.023518993	0
Cluster-21482.0	0.306079969	0
Cluster-21489.0	-0.002042141	0
Cluster-21490.0	0.77947232	0
Cluster-21495.1	0.098155802	0
Cluster-21578.0	0.506273641	0
Cluster-21587.0	1.100860828	0
Cluster-21591.0	0.971282046	0
Cluster-21606.2	-0.246844374	0
Cluster-21678.1	-0.006238242	0
Cluster-21713.0	0.084808473	0
Cluster-21717.1	0.644384988	0
Cluster-21722.0	0.431477328	0
Cluster-21728.3	0.379735836	0
Cluster-21764.0	0.04929391	0
Cluster-21774.0	2.776788658	0
Cluster-21794.1	1.205806703	0
Cluster-21814.0	0.253060955	0
Cluster-21856.0	0.012105284	0
Cluster-21879.0	NA	0
Cluster-21886.0	0.063799502	0
Cluster-21899.0	0.070884746	0
Cluster-21907.0	0.104112109	0
Cluster-21978.3	-0.000234213	0
Cluster-22024.0	0.238345202	0
Cluster-22029.0	0.231780885	0
Cluster-22079.0	0.227469346	0
Cluster-22108.0	0.378150631	0
Cluster-22112.0	0.160479497	0
Cluster-22153.0	2.105624798	0
Cluster-22156.0	0.358550063	0
Cluster-22165.0	0.28852394	0
Cluster-22169.1	0.331773886	0
Cluster-22184.2	0.318142003	0
Cluster-22200.2	2.682237423	0
Cluster-22206.3	1.094433137	0
Cluster-22221.1	0.623564691	0
Cluster-22240.0	0.024015302	0
Cluster-22273.1	0.343414192	0
Cluster-22318.2	0.048603395	0
Cluster-22336.0	0.007272461	0
Cluster-22337.0	0.824240493	0
Cluster-22344.0	0.00291511	0
Cluster-22360.0	0.005131099	0
Cluster-22383.1	6.762617833	0
Cluster-22490.0	0.750918546	0
Cluster-22532.0	2.114701996	0
Cluster-22569.3	0.566833009	0
Cluster-22598.0	0.120573409	0
Cluster-22605.0	0.02564907	0
Cluster-22607.0	0.78883903	0
Cluster-22618.0	2.031112976	0
Cluster-22619.0	0.031807155	0
Cluster-22623.1	0.35081297	0
Cluster-22715.0	1.506285896	0
Cluster-22728.0	0.068003892	0
Cluster-22741.0	0.010336832	0
Cluster-22757.0	1.0869389	0
Cluster-22792.0	0.122565405	0
Cluster-22818.1	1.240480584	0
Cluster-22890.0	0.027576661	0
Cluster-22910.0	0.188843712	0
Cluster-22947.0	2.055131762	0
Cluster-22968.0	1.820768964	0
Cluster-22970.2	0.633460539	0
Cluster-22972.0	0.013369117	0
Cluster-22975.0	0.439950917	0
Cluster-22990.2	0.040385822	0
Cluster-23021.1	0.278208193	0
Cluster-23038.0	0.06171369	0
Cluster-23072.0	0.127786304	0
Cluster-23077.0	0.150272458	0
Cluster-23084.1	0.068889585	0
Cluster-23088.1	0.606690929	0
Cluster-23095.0	0.715332889	0
Cluster-23098.3	0.753097419	0
Cluster-23102.1	0.022283069	0
Cluster-23134.0	1.502294493	0
Cluster-23135.0	0.021651437	0
Cluster-23136.0	1.242239359	0
Cluster-23136.3	0.618615348	0
Cluster-23169.0	0.312035016	0
Cluster-23182.2	0.90013336	0
Cluster-23202.1	0.392321759	0
Cluster-23205.0	0.178283141	0
Cluster-23315.0	0.142487845	0
Cluster-23343.1	2.255987143	0
Cluster-23372.1	1.254167544	0
Cluster-23375.3	0.753529739	0
Cluster-23390.1	0.245226981	0
Cluster-23401.0	0.283068677	0
Cluster-23420.1	0.075358037	0
Cluster-23493.0	0.383616233	0
Cluster-23517.0	0.417017864	0
Cluster-23517.1	0.940472148	0
Cluster-23534.0	0.19001115	0
Cluster-23536.0	2.256498763	0
Cluster-23550.1	0.062145653	0
Cluster-23573.1	2.310740254	0
Cluster-23588.3	-0.010307402	0
Cluster-23632.0	0.031535983	0
Cluster-23648.0	0.000674806	0
Cluster-23684.0	-0.0008546	0
Cluster-23686.2	0.416009914	0
Cluster-23707.1	-0.0160533	0
Cluster-23707.2	2.0846282	0
Cluster-23726.1	0.342918556	0
Cluster-23754.0	0.17019864	0
Cluster-23757.1	1.063842787	0
Cluster-23772.0	2.083698151	0
Cluster-23801.3	1.438421857	0
Cluster-23806.0	0.246982165	0
Cluster-23832.1	0.006336906	0
Cluster-23836.0	0.369685406	0
Cluster-23917.0	0.043853733	0
Cluster-23928.0	0.900463018	0
Cluster-23948.4	0.461558804	0
Cluster-23956.0	0.101052956	0
Cluster-23960.1	4.08167165	0
Cluster-23967.0	0.758126859	0
Cluster-23974.0	1.90527169	0
Cluster-24008.0	0.360711218	0
Cluster-24024.1	0.009218537	0
Cluster-24050.0	0.493337174	0
Cluster-24061.0	0.427983556	0
Cluster-24068.1	0.345562657	0
Cluster-24093.0	0.360553601	0
Cluster-24095.0	2.923415452	0
Cluster-24128.0	-0.003058531	0
Cluster-24192.3	0.372246408	0
Cluster-24241.0	0.647835796	0
Cluster-24257.0	0.176153684	0
Cluster-24290.0	0.052604771	0
Cluster-24330.1	0.09130948	0
Cluster-24366.3	1.379979729	0
Cluster-24377.0	0.176393787	0
Cluster-24383.0	0.179436016	0
Cluster-24392.0	0.039979504	0
Cluster-24393.0	0.012556738	0
Cluster-24406.0	0.151710432	0
Cluster-24424.0	0.042004275	0
Cluster-24427.0	0.072687228	0
Cluster-24440.1	0.850070407	0
Cluster-24451.1	0.166881766	0
Cluster-24463.0	0.008029194	0
Cluster-24463.1	0.498720576	0
Cluster-24465.0	0.850111817	0
Cluster-24474.3	0.103309824	0
Cluster-24474.4	0.589573979	0
Cluster-24475.1	0.548421072	0
Cluster-24492.2	0.243954608	0
Cluster-24535.0	0.019754885	0
Cluster-24539.0	0.132458153	0
Cluster-24553.0	NA	0
Cluster-24572.3	3.226815129	0
Cluster-24572.4	2.04706565	0
Cluster-24587.0	0.208231571	0
Cluster-24588.0	-0.018607857	0
Cluster-24663.0	0.296771605	0
Cluster-24683.1	0.423187769	0
Cluster-24719.0	-0.000835357	0
Cluster-24747.0	0.002341947	0
Cluster-24771.1	1.731610826	0
Cluster-24783.3	1.248005478	0
Cluster-24798.0	0.390358365	0
Cluster-24820.0	NA	0
Cluster-24829.0	0.225339018	0
Cluster-24831.0	0.004559501	0
Cluster-24872.1	0.510964128	0
Cluster-24906.1	0.599522009	0
Cluster-24916.0	0.177090707	0
Cluster-24927.0	0.903410542	0
Cluster-24970.1	0.106442682	0
Cluster-24978.0	0.086822213	0
Cluster-24978.1	1.949044239	0
Cluster-24978.4	0.017588399	0
Cluster-24993.0	2.116448668	0
Cluster-24996.1	-0.066229386	0
Cluster-25016.0	0.222945131	0
Cluster-25057.0	1.282893356	0
Cluster-25063.0	-0.005234058	0
Cluster-25112.5	0.884435899	0
Cluster-25128.1	0.026709187	0
Cluster-25140.0	2.462438339	0
Cluster-25156.1	0.522200385	0
Cluster-25179.1	0.000568293	0
Cluster-25184.0	-0.003227549	0
Cluster-25212.0	-0.098172068	0
Cluster-25219.0	0.071027207	0
Cluster-25220.0	0.111093121	0
Cluster-25232.1	-0.131736483	0
Cluster-25232.4	0.07527216	0
Cluster-25232.7	0.268530629	0
Cluster-25232.8	0.016642769	0
Cluster-25232.9	0.614448321	0
Cluster-25233.0	0.108239825	0
Cluster-25238.0	0.270794078	0
Cluster-25255.0	0.030987881	0
Cluster-25255.2	0.034969504	0
Cluster-25278.0	0.063713561	0
Cluster-25284.0	1.66904458	0
Cluster-25290.1	0.103592524	0
Cluster-25290.3	0.722877352	0
Cluster-25298.1	0.025684178	0
Cluster-25298.2	0.418227272	0
Cluster-25301.0	0.009328825	0
Cluster-25301.1	1.870117413	0
Cluster-25302.0	1.862963376	0
Cluster-25307.0	0.052073972	0
Cluster-25310.0	0.742736103	0
Cluster-25364.0	0.460739484	0
Cluster-25367.0	0.027609835	0
Cluster-25370.0	1.285160196	0
Cluster-25372.1	0.162364216	0
Cluster-25373.1	0.286156979	0
Cluster-25385.0	3.535751468	0
Cluster-25428.0	0.075173671	0
Cluster-25450.1	NA	0
Cluster-25451.0	0.859231972	0
Cluster-25461.0	0.438655499	0
Cluster-25474.0	1.187377176	0
Cluster-25514.0	0.037175086	0
Cluster-25519.0	0.535924293	0
Cluster-25529.0	0.199751994	0
Cluster-25542.0	0.446612131	0
Cluster-25552.0	0.561761534	0
Cluster-25557.0	0	0
Cluster-25565.1	0.236557044	0
Cluster-25567.1	0.251079038	0
Cluster-25574.0	0.857068811	0
Cluster-25589.1	0.485158805	0
Cluster-25597.1	0.060685212	0
Cluster-25624.0	4.274900612	0
Cluster-25640.0	0	0
Cluster-25657.0	0.557642401	0
Cluster-25681.0	0.483297858	0
Cluster-25695.3	0.738035993	0
Cluster-25706.0	0.23380723	0
Cluster-25713.0	0.441564273	0
Cluster-25718.0	0.044167699	0
Cluster-25737.0	1.056885478	0
Cluster-25762.1	4.416023522	0
Cluster-25764.1	-0.002763152	0
Cluster-25771.1	0.925141064	0
Cluster-25784.1	0.283264486	0
Cluster-25793.0	1.577496482	0
Cluster-25807.0	0.261100713	0
Cluster-25829.0	0.923520437	0
Cluster-25853.0	1.785284675	0
Cluster-25877.1	0.864432877	0
Cluster-25891.2	0.064113559	0
Cluster-25891.4	0.070917359	0
Cluster-25891.7	0.155099567	0
Cluster-25918.0	0.008287759	0
Cluster-25929.1	0.425674792	0
Cluster-25930.0	0.02514958	0
Cluster-25952.0	-0.633228383	0
Cluster-25956.0	0.898093061	0
Cluster-25966.4	0.140803261	0
Cluster-25969.0	0.311253195	0
Cluster-25977.0	2.060115687	0
Cluster-26045.1	0.106509718	0
Cluster-26051.3	-0.009035643	0
Cluster-26054.0	0.06641262	0
Cluster-26056.0	0.923317465	0
Cluster-26062.0	0.097810834	0
Cluster-26063.0	-0.00171826	0
Cluster-26132.0	3.432819815	0
Cluster-26132.1	0.047203677	0
Cluster-26132.3	0.644981869	0
Cluster-26132.5	0.077365542	0
Cluster-26161.1	0.085434825	0
Cluster-26167.0	1.149380604	0
Cluster-26167.1	5.004080791	0
Cluster-26232.0	0.847641929	0
Cluster-26237.2	0.192168492	0
Cluster-26243.0	0.035553521	0
Cluster-26249.1	1.621112931	0
Cluster-26254.0	0.693194806	0
Cluster-26287.1	0.362968326	0
Cluster-26307.0	0.006053307	0
Cluster-26314.1	-0.004803778	0
Cluster-26317.0	0.670693224	0
Cluster-26341.2	0.061815947	0
Cluster-26349.1	0.187737546	0
Cluster-26382.0	0.00841577	0
Cluster-26390.0	0.065151336	0
Cluster-26424.0	0.074537414	0
Cluster-26429.0	0.00597163	0
Cluster-26440.0	0.040344184	0
Cluster-26446.0	0.078810593	0
Cluster-26446.1	0.169965381	0
Cluster-26459.1	0.012639901	0
Cluster-26460.2	-0.007478971	0
Cluster-26460.3	0.292556183	0
Cluster-26462.2	0.503752167	0
Cluster-26476.2	0.849115479	0
Cluster-26484.0	1.43087714	0
Cluster-26495.0	-0.004420432	0
Cluster-26501.0	0.751903817	0
Cluster-26515.0	0.063378118	0
Cluster-26518.1	0.031368799	0
Cluster-26522.0	0.163648704	0
Cluster-26528.1	0.280137755	0
Cluster-26566.0	0.057164206	0
Cluster-26570.0	1.157769712	0
Cluster-26576.0	0.070432819	0
Cluster-26595.0	0.120460232	0
Cluster-26621.0	0.088871463	0
Cluster-26629.0	-0.002843334	0
Cluster-26631.0	0.188411552	0
Cluster-26671.0	0.466845347	0
Cluster-26684.0	0.190436518	0
Cluster-26691.0	0.938849217	0
Cluster-26693.0	0.032342914	0
Cluster-26742.0	0.0500173	0
Cluster-26797.0	0.555494568	0
Cluster-26805.0	0.529488332	0
Cluster-26823.0	0.024381623	0
Cluster-26838.0	0.013143401	0
Cluster-26839.3	0.200351776	0
Cluster-26856.1	0.054033514	0
Cluster-26894.0	0.451458184	0
Cluster-26897.0	0.024149791	0
Cluster-26929.0	0.251335183	0
Cluster-26953.0	1.021650032	0
Cluster-26972.0	-0.002045232	0
Cluster-26981.0	0.440458785	0
Cluster-27018.0	0.000127988	0
Cluster-27018.3	2.238553834	0
Cluster-27022.0	-0.002368562	0
Cluster-27048.0	0.011260679	0
Cluster-27065.0	0.426581249	0
Cluster-27082.1	4.838527793	0
Cluster-27108.1	0.244749105	0
Cluster-27110.0	0	0
Cluster-27114.0	0.563892186	0
Cluster-27131.1	2.380490147	0
Cluster-27139.0	2.30524442	0
Cluster-27139.1	-0.000643455	0
Cluster-27139.2	1.699261841	0
Cluster-27143.0	0.512406012	0
Cluster-27188.0	0.001713039	0
Cluster-27190.0	0.297198176	0
Cluster-27248.0	0.52406868	0
Cluster-27277.0	0.027780495	0
Cluster-27300.0	0.004634636	0
Cluster-27305.0	1.985499696	0
Cluster-27329.0	2.170660787	0
Cluster-27395.1	1.309290791	0
Cluster-27402.1	1.571472278	0
Cluster-27430.0	0.000427086	0
Cluster-27444.1	0.176591593	0
Cluster-27448.1	0.012699476	0
Cluster-27476.0	0.067920479	0
Cluster-27477.0	1.531334032	0
Cluster-27489.7	0.05520784	0
Cluster-27516.0	1.523861566	0
Cluster-27522.0	0.610590593	0
Cluster-27522.2	0.013011966	0
Cluster-27536.2	NA	0
Cluster-27539.0	0.04881145	0
Cluster-27555.0	0.322444894	0
Cluster-27559.1	1.429120178	0
Cluster-27565.0	1.410963219	0
Cluster-27601.0	0	0
Cluster-27608.0	0.67340814	0
Cluster-27615.0	1.43033193	0
Cluster-27642.2	0.869616053	0
Cluster-27646.0	1.337858896	0
Cluster-27647.0	1.054987813	0
Cluster-27648.0	1.538464208	0
Cluster-27653.2	1.184386605	0
Cluster-27663.0	0.038809582	0
Cluster-27673.0	0.015655538	0
Cluster-27674.0	0.815785525	0
Cluster-27677.0	0.936854439	0
Cluster-27677.1	0.903281915	0
Cluster-27678.1	1.980155826	0
Cluster-27681.3	0.464126362	0
Cluster-27768.0	0.608126005	0
Cluster-27775.1	5.386887937	0
Cluster-27781.0	0.205543718	0
Cluster-27792.0	-0.598047312	0
